index	words	occurrences
5898	precise	10
5899	glory	10
5900	linda	10
5901	awful	10
5902	loved	10
5903	approaches	10
5904	attending	10
5905	desperately	10
5906	watson	10
5907	certificate	10
5908	evaluating	10
5909	relieved	10
5910	louisiana	10
5911	kean	10
5912	exclusion	10
5913	fetaltissue	10
5914	ethical	10
5915	prestigious	10
5916	mental	10
5917	ethics	10
5918	relating	10
5919	accountants	10
5920	guild	10
5921	preventing	10
5922	fairness	10
5923	trials	10
5924	consist	10
5925	auctions	10
5926	semiconductors	10
5927	billings	10
5928	locked	10
5929	banque	10
5930	erode	10
5931	garbage	10
5932	supermarket	10
5933	mike	10
5934	sleep	10
5935	skinner	10
5936	mo	10
5937	engineer	10
5938	rail	10
5939	cement	10
5940	magnitude	10
5941	releases	10
5942	smallest	10
5943	steal	10
5944	angelo	10
5945	shapiro	10
5946	taxpayer	10
5947	decides	10
5948	sierra	10
5949	punitive	10
5950	removal	10
5951	devoted	10
5952	fires	10
5953	disproportionate	10
5954	bureaucratic	10
5955	kidney	10
5956	stones	10
5957	skin	10
5958	installment	10
5959	anne	10
5960	fargo	10
5961	vacation	10
5962	builds	10
5963	collar	10
5964	congressmen	10
5965	attendance	10
5966	colleges	10
5967	unsettled	10
5968	comfort	10
5969	watchers	10
5970	escaped	10
5971	forecasting	10
5972	length	10
5973	tension	10
5974	assault	10
5975	ordering	10
5976	refuge	10
5977	citizen	10
5978	premier	10
5979	tree	10
5980	buck	10
5981	impression	10
5982	perceptions	10
5983	nasd	10
5984	fred	10
5985	complaining	10
5986	stupid	10
5987	mistakes	10
5988	furor	10
5989	suspend	10
5990	adopting	10
5991	restriction	10
5992	rockwell	10
5993	universities	10
5994	willingness	10
5995	cycles	10
5996	philosophy	10
5997	concentrating	10
5998	relies	10
5999	stripped	10
6000	drafted	10
6001	chairs	10
6002	architect	10
6003	vacant	10
6004	emphasized	10
6005	disorders	10
6006	yourself	10
6007	grim	10
6008	participated	10
6009	columns	10
6010	copying	10
6011	appearing	10
6012	searching	10
6013	prebon	10
6014	bankbacked	10
6015	eurodollars	10
6016	newhouse	10
6017	enjoyed	10
6018	smoothly	10
6019	tall	10
6020	appointments	10
6021	choosing	10
6022	asserts	10
6023	pockets	10
6024	saved	10
6025	keith	10
6026	gmac	10
6027	evil	10
6028	fastgrowing	10
6029	arbitragers	10
6030	proven	10
6031	implemented	10
6032	cleaner	10
6033	boy	10
6034	damaging	10
6035	spreads	10
6036	etc	10
6037	dismal	10
6038	ray	10
6039	joel	10
6040	shrinking	10
6041	blames	10
6042	wires	10
6043	cautioned	10
6044	justified	10
6045	disposal	10
6046	downgraded	10
6047	riskier	10
6048	midsized	10
6049	innovation	10
6050	synthetic	10
6051	daughters	10
6052	alike	10
6053	differently	10
6054	hidden	10
6055	softer	10
6056	reversal	10
6057	waive	10
6058	marketmakers	10
6059	exceeds	10
6060	innovative	10
6061	resign	10
6062	shaw	10
6063	coordinate	10
6064	handles	10
6065	definitely	10
6066	exporter	10
6067	curtail	10
6068	generous	10
6069	leather	10
6070	decliners	10
6071	firmed	10
6072	revival	10
6073	liquidated	10
6074	shipbuilding	10
6075	ceasefire	10
6076	renewing	10
6077	socialism	10
6078	exodus	10
6079	conferees	10
6080	brisk	10
6081	crises	10
6082	mellon	10
6083	cancers	10
6084	vacancy	10
6085	races	10
6086	thieves	10
6087	oy	10
6088	trains	10
6089	marathon	10
6090	reckless	10
6091	prompt	10
6092	lengthy	10
6093	ireland	10
6094	stoltzman	10
6095	embraced	10
6096	amazing	10
6097	elements	10
6098	uncovered	10
6099	thereby	10
6100	clout	10
6101	camp	10
6102	lean	10
6103	obstacle	10
6104	eventual	10
6105	hinted	10
6106	combining	10
6107	neck	10
6108	performances	10
6109	provider	10
6110	hate	10
6111	soil	10
6112	parity	10
6113	bargaining	10
6114	timetable	10
6115	tank	10
6116	theirs	10
6117	franchisee	10
6118	aging	10
6119	giovanni	10
6120	ranking	10
6121	afterward	10
6122	component	10
6123	spy	10
6124	hunter	10
6125	terminal	10
6126	overwhelming	10
6127	owes	10
6128	hats	10
6129	fiercely	10
6130	intact	10
6131	wastewater	10
6132	packaged	10
6133	courses	10
6134	adoption	10
6135	heels	10
6136	arco	10
6137	cooperate	10
6138	literally	10
6139	lagged	10
6140	studios	10
6141	batman	10
6142	plead	10
6143	mcdonnell	10
6144	infrastructure	10
6145	identity	10
6146	tap	10
6147	sedan	10
6148	transform	10
6149	marking	10
6150	bnl	10
6151	indirectly	10
6152	fabric	10
6153	rational	10
6154	bipartisan	10
6155	deductions	10
6156	supervisors	10
6157	nerves	10
6158	safer	10
6159	owen	10
6160	predictions	10
6161	secondquarter	10
6162	olympics	10
6163	falcon	10
6164	describing	10
6165	sour	10
6166	cranston	10
6167	radical	10
6168	weyerhaeuser	10
6169	nevada	10
6170	anniversary	10
6171	primetime	10
6172	inhouse	10
6173	subsidized	10
6174	scenarios	10
6175	statecontrolled	10
6176	spencer	10
6177	keating	10
6178	meat	10
6179	assurances	10
6180	terminals	10
6181	accompanying	10
6182	averages	10
6183	scheringplough	10
6184	constituents	10
6185	uniroyal	10
6186	shelters	10
6187	defective	10
6188	coopers	10
6189	underwrite	10
6190	sinyard	10
6191	bike	10
6192	niche	10
6193	daimlerbenz	10
6194	pump	10
6195	recorders	10
6196	gear	10
6197	intentions	10
6198	bowling	10
6199	bed	10
6200	attacked	10
6201	temblor	10
6202	finishing	10
6203	minorities	10
6204	relevant	10
6205	severely	10
6206	epicenter	10
6207	soybean	10
6208	gainers	10
6209	printer	10
6210	unavailable	10
6211	embryo	10
6212	catalyst	10
6213	taped	10
6214	confusing	10
6215	rushing	10
6216	resumed	10
6217	arab	10
6218	telesis	10
6219	departmentstore	10
6220	prompting	10
6221	fame	10
6222	priorities	10
6223	slumped	10
6224	jewish	10
6225	relocation	10
6226	vaccine	10
6227	township	10
6228	combustion	10
6229	grumman	10
6230	concludes	10
6231	thrown	10
6232	exchangerate	10
6233	cleaning	10
6234	packagedgoods	10
6235	lauder	10
6236	specter	10
6237	iran	10
6238	technicians	10
6239	ron	10
6240	benjamin	10
6241	diverted	10
6242	mayoral	10
6243	shifting	10
6244	ivory	10
6245	addressed	10
6246	generale	10
6247	phones	10
6248	yard	10
6249	boat	10
6250	supervisor	10
6251	rothschilds	10
6252	athletes	10
6253	pencils	10
6254	clutter	10
6255	southam	10
6256	rubble	10
6257	tremors	10
6258	lipper	10
6259	newark	10
6260	mahfouz	10
6261	cairo	10
6262	batibot	10
6263	vatican	10
6264	marsh	10
6265	hart	10
6266	admission	10
6267	panels	10
6268	hooker	10
6269	bpca	10
6270	jeff	10
6271	claimants	10
6272	superfund	10
6273	diamonds	10
6274	deduction	10
6275	rubbermaid	10
6276	boiler	10
6277	merabank	10
6278	palladium	10
6279	nuovo	10
6280	brawer	10
6281	airfreight	10
6282	lufthansa	10
6283	winnebago	10
6284	soo	10
6285	furriers	10
6286	westmoreland	10
6287	nonexecutive	9
6288	classified	9
6289	fraction	9
6290	capture	9
6291	indianapolis	9
6292	guest	9
6293	everyday	9
6294	exhibition	9
6295	fortune	9
6296	nh	9
6297	collected	9
6298	scrapped	9
6299	fragile	9
6300	introducing	9
6301	unauthorized	9
6302	literary	9
6303	disturbing	9
6304	external	9
6305	sloan	9
6306	tariff	9
6307	assembled	9
6308	sevenyear	9
6309	semiannual	9
6310	rash	9
6311	turf	9
6312	guinea	9
6313	seized	9
6314	stressed	9
6315	reflection	9
6316	slack	9
6317	imbalances	9
6318	adjusting	9
6319	coupled	9
6320	careers	9
6321	hero	9
6322	sums	9
6323	exempt	9
6324	elevators	9
6325	designated	9
6326	diplomatic	9
6327	strapped	9
6328	oils	9
6329	charlie	9
6330	exciting	9
6331	significance	9
6332	tip	9
6333	accurate	9
6334	wilder	9
6335	aired	9
6336	nose	9
6337	lender	9
6338	spotted	9
6339	profession	9
6340	ok	9
6341	temptation	9
6342	nm	9
6343	suspects	9
6344	adult	9
6345	administrators	9
6346	yellow	9
6347	lady	9
6348	deteriorating	9
6349	wisdom	9
6350	indefinitely	9
6351	opposes	9
6352	exists	9
6353	ed	9
6354	fared	9
6355	prohibited	9
6356	initiated	9
6357	confidential	9
6358	refusal	9
6359	alleging	9
6360	mounted	9
6361	productions	9
6362	wayne	9
6363	minus	9
6364	retaining	9
6365	lagging	9
6366	undisclosed	9
6367	pointing	9
6368	relied	9
6369	haul	9
6370	fax	9
6371	allocated	9
6372	automobiles	9
6373	equipped	9
6374	luck	9
6375	bags	9
6376	crew	9
6377	exclusively	9
6378	hair	9
6379	leap	9
6380	scarce	9
6381	newer	9
6382	lowering	9
6383	tube	9
6384	disruption	9
6385	auctioned	9
6386	frozen	9
6387	licensing	9
6388	highlight	9
6389	heightened	9
6390	airports	9
6391	throws	9
6392	styles	9
6393	develops	9
6394	ailing	9
6395	gift	9
6396	sagging	9
6397	breaker	9
6398	markey	9
6399	autumn	9
6400	invented	9
6401	weigh	9
6402	bang	9
6403	feelings	9
6404	entitled	9
6405	innercity	9
6406	everywhere	9
6407	reference	9
6408	doubledigit	9
6409	debacle	9
6410	alexander	9
6411	graham	9
6412	lacked	9
6413	prodemocracy	9
6414	killings	9
6415	deng	9
6416	traveling	9
6417	scowcroft	9
6418	contacts	9
6419	weapon	9
6420	residence	9
6421	denying	9
6422	principals	9
6423	eugene	9
6424	inappropriate	9
6425	francis	9
6426	resist	9
6427	exploit	9
6428	imagine	9
6429	forgotten	9
6430	surrender	9
6431	impressed	9
6432	warming	9
6433	exemption	9
6434	quota	9
6435	ind	9
6436	driver	9
6437	propose	9
6438	altered	9
6439	homelessness	9
6440	persons	9
6441	cracks	9
6442	ruth	9
6443	ark	9
6444	scholars	9
6445	credentials	9
6446	helpful	9
6447	obrien	9
6448	dorrance	9
6449	baum	9
6450	harper	9
6451	abrupt	9
6452	separation	9
6453	nomination	9
6454	recommending	9
6455	discretion	9
6456	illustrates	9
6457	salt	9
6458	duke	9
6459	nebraska	9
6460	stream	9
6461	inevitable	9
6462	tabloid	9
6463	marginally	9
6464	arts	9
6465	headline	9
6466	olympia	9
6467	recovering	9
6468	shaken	9
6469	labeled	9
6470	defending	9
6471	wohlstetter	9
6472	floors	9
6473	pickers	9
6474	oh	9
6475	fastestgrowing	9
6476	speculative	9
6477	practiced	9
6478	please	9
6479	deviation	9
6480	advise	9
6481	appetite	9
6482	diaper	9
6483	comeback	9
6484	columbus	9
6485	inherent	9
6486	sky	9
6487	collective	9
6488	ana	9
6489	sweden	9
6490	fan	9
6491	backers	9
6492	bowl	9
6493	faith	9
6494	schemes	9
6495	disarray	9
6496	longerterm	9
6497	acquires	9
6498	overcapacity	9
6499	labels	9
6500	reversed	9
6501	understands	9
6502	trash	9
6503	refer	9
6504	waiver	9
6505	montgomery	9
6506	reasonably	9
6507	tires	9
6508	lobbyists	9
6509	avoiding	9
6510	breed	9
6511	intelogic	9
6512	firsthalf	9
6513	grower	9
6514	equitable	9
6515	arrive	9
6516	governmentowned	9
6517	literature	9
6518	writeoff	9
6519	fortunes	9
6520	guerrillas	9
6521	laying	9
6522	unconsolidated	9
6523	drops	9
6524	cushion	9
6525	sanford	9
6526	dna	9
6527	qualified	9
6528	investigate	9
6529	assess	9
6530	bribe	9
6531	vital	9
6532	bribery	9
6533	fivecent	9
6534	corps	9
6535	riding	9
6536	scuttle	9
6537	trinity	9
6538	proxy	9
6539	exceptions	9
6540	musical	9
6541	eddie	9
6542	twopart	9
6543	desperate	9
6544	ridiculous	9
6545	restrictive	9
6546	breeding	9
6547	circles	9
6548	postpone	9
6549	irresponsible	9
6550	nikko	9
6551	blair	9
6552	prepares	9
6553	ridley	9
6554	luxurycar	9
6555	silly	9
6556	intensive	9
6557	dates	9
6558	metromedia	9
6559	banxquote	9
6560	journalism	9
6561	ballooning	9
6562	nursing	9
6563	vienna	9
6564	disposable	9
6565	admit	9
6566	lighting	9
6567	carpet	9
6568	stealing	9
6569	standstill	9
6570	chambers	9
6571	occasions	9
6572	testified	9
6573	clerk	9
6574	spoken	9
6575	dance	9
6576	dealership	9
6577	unfortunate	9
6578	brick	9
6579	innocent	9
6580	charitable	9
6581	scaled	9
6582	float	9
6583	weighted	9
6584	di	9
6585	abramson	9
6586	prudent	9
6587	intergroup	9
6588	interfere	9
6589	finances	9
6590	affidavits	9
6591	fulfill	9
6592	blockbuster	9
6593	spare	9
6594	fashionable	9
6595	nwa	9
6596	improperly	9
6597	detected	9
6598	spreading	9
6599	spree	9
6600	burgess	9
6601	keenan	9
6602	bruce	9
6603	postwar	9
6604	discover	9
6605	trips	9
6606	lobby	9
6607	ethnic	9
6608	grip	9
6609	rome	9
6610	illustration	9
6611	tendency	9
6612	demonstration	9
6613	politician	9
6614	hide	9
6615	draft	9
6616	audits	9
6617	advises	9
6618	horses	9
6619	ironically	9
6620	frustrated	9
6621	accomplish	9
6622	sustain	9
6623	satisfy	9
6624	consumed	9
6625	clinic	9
6626	measuring	9
6627	handy	9
6628	possibilities	9
6629	exploring	9
6630	jolt	9
6631	theories	9
6632	revolutionary	9
6633	narrowing	9
6634	persuaded	9
6635	frustration	9
6636	medicare	9
6637	leased	9
6638	rod	9
6639	barring	9
6640	variations	9
6641	coatings	9
6642	celebration	9
6643	lowincome	9
6644	farreaching	9
6645	authorization	9
6646	loral	9
6647	deputies	9
6648	hotdipped	9
6649	lyonnais	9
6650	writeoffs	9
6651	psychological	9
6652	pfizer	9
6653	staged	9
6654	revisions	9
6655	drill	9
6656	firmer	9
6657	aftershocks	9
6658	priceearnings	9
6659	measurements	9
6660	hence	9
6661	credible	9
6662	approvals	9
6663	desks	9
6664	tighter	9
6665	distributors	9
6666	franco	9
6667	capitalization	9
6668	tonight	9
6669	homeequity	9
6670	technological	9
6671	weaknesses	9
6672	roper	9
6673	potatoes	9
6674	skeptics	9
6675	electoral	9
6676	freeze	9
6677	devaluation	9
6678	physician	9
6679	edisto	9
6680	outflows	9
6681	wondering	9
6682	quayle	9
6683	jordan	9
6684	thurmond	9
6685	sentences	9
6686	considerations	9
6687	shaking	9
6688	undertaken	9
6689	associations	9
6690	bother	9
6691	gathered	9
6692	cemetery	9
6693	messages	9
6694	hat	9
6695	charleston	9
6696	earmarked	9
6697	sponsored	9
6698	terrible	9
6699	hardest	9
6700	colon	9
6701	replied	9
6702	bankholding	9
6703	finish	9
6704	dresdner	9
6705	disks	9
6706	patterson	9
6707	harddisk	9
6708	pearce	9
6709	mandated	9
6710	belgian	9
6711	projection	9
6712	consequently	9
6713	fisher	9
6714	pbs	9
6715	crossland	9
6716	californians	9
6717	alliances	9
6718	bleak	9
6719	captured	9
6720	natwest	9
6721	hedges	9
6722	twoday	9
6723	harbor	9
6724	reminder	9
6725	cms	9
6726	offshore	9
6727	installations	9
6728	scrap	9
6729	aoun	9
6730	rolls	9
6731	coupons	9
6732	harbors	9
6733	maneuver	9
6734	veterans	9
6735	korotich	9
6736	buried	9
6737	bart	9
6738	bono	9
6739	arias	9
6740	interpret	9
6741	totals	9
6742	larsen	9
6743	script	9
6744	recreation	9
6745	roebuck	9
6746	explosions	9
6747	destroyed	9
6748	sandinistas	9
6749	unanimously	9
6750	lockheed	9
6751	jokes	9
6752	briefly	9
6753	lbos	9
6754	subsidy	9
6755	mainstream	9
6756	vanguard	9
6757	toseland	9
6758	processed	9
6759	buffett	9
6760	koch	9
6761	anticipate	9
6762	gridlock	9
6763	holmes	9
6764	nonperforming	9
6765	notification	9
6766	mclennan	9
6767	deaver	9
6768	fish	9
6769	krasnoyarsk	9
6770	leval	9
6771	salinger	9
6772	arby	9
6773	franchisers	9
6774	pesticides	9
6775	hbo	9
6776	lj	9
6777	junkholders	9
6778	alliedsignal	9
6779	nonfood	9
6780	cboe	9
6781	tisch	9
6782	robins	9
6783	maxicare	9
6784	kageyama	9
6785	dispatched	9
6786	diet	9
6787	tro	9
6788	cypress	9
6789	esb	9
6790	kaiser	9
6791	yeast	9
6792	antibody	9
6793	clinton	9
6794	cuban	9
6795	seita	9
6796	ortiz	9
6797	realist	9
6798	banc	9
6799	marlowe	9
6800	prolife	9
6801	mural	9
6802	gaubert	9
6803	fema	9
6804	gin	9
6805	capcom	9
6806	jal	9
6807	rudolph	8
6808	fiber	8
6809	dust	8
6810	tracked	8
6811	dollardenominated	8
6812	earliest	8
6813	lesser	8
6814	crews	8
6815	emerges	8
6816	appealing	8
6817	valuation	8
6818	processors	8
6819	neil	8
6820	trained	8
6821	deemed	8
6822	specializing	8
6823	billionaire	8
6824	seagate	8
6825	dale	8
6826	virgin	8
6827	magna	8
6828	mcalpine	8
6829	lord	8
6830	blackstone	8
6831	floatingrate	8
6832	addressing	8
6833	intensity	8
6834	triple	8
6835	aquino	8
6836	kicked	8
6837	stretching	8
6838	diversify	8
6839	repayment	8
6840	belongs	8
6841	cite	8
6842	clues	8
6843	singlefamily	8
6844	delivering	8
6845	engaging	8
6846	stanford	8
6847	regret	8
6848	undertaking	8
6849	painted	8
6850	dominion	8
6851	murdered	8
6852	energetic	8
6853	sections	8
6854	phony	8
6855	incomplete	8
6856	deceptive	8
6857	liberty	8
6858	jefferson	8
6859	truce	8
6860	subordinate	8
6861	constraints	8
6862	burdens	8
6863	evolution	8
6864	leases	8
6865	stunned	8
6866	educators	8
6867	outright	8
6868	inflated	8
6869	preparation	8
6870	nobel	8
6871	prize	8
6872	bricks	8
6873	adequately	8
6874	grade	8
6875	pie	8
6876	ideological	8
6877	foundations	8
6878	punishment	8
6879	prohibits	8
6880	commenting	8
6881	sherwin	8
6882	switching	8
6883	whitecollar	8
6884	packed	8
6885	embarrassing	8
6886	slashing	8
6887	furukawa	8
6888	stark	8
6889	cautiously	8
6890	drifted	8
6891	nielsen	8
6892	renew	8
6893	modifications	8
6894	pitches	8
6895	hamilton	8
6896	belts	8
6897	praised	8
6898	autos	8
6899	joins	8
6900	antitakeover	8
6901	lighter	8
6902	vintage	8
6903	prestige	8
6904	command	8
6905	hopefully	8
6906	mailing	8
6907	steelworkers	8
6908	enthusiasm	8
6909	sight	8
6910	improves	8
6911	laser	8
6912	jointventure	8
6913	counterpart	8
6914	crown	8
6915	memphis	8
6916	aiming	8
6917	enabling	8
6918	onehour	8
6919	flood	8
6920	oneday	8
6921	executing	8
6922	hammond	8
6923	ten	8
6924	ringing	8
6925	speaks	8
6926	absorbed	8
6927	passion	8
6928	sweat	8
6929	rev	8
6930	reopen	8
6931	baldwin	8
6932	cigna	8
6933	trailed	8
6934	upside	8
6935	pageone	8
6936	plight	8
6937	hubbard	8
6938	phrase	8
6939	acknowledge	8
6940	soldiers	8
6941	continually	8
6942	improper	8
6943	timely	8
6944	minn	8
6945	sr	8
6946	ann	8
6947	jamaica	8
6948	blocked	8
6949	hurdles	8
6950	racing	8
6951	utsumi	8
6952	tapes	8
6953	ftse	8
6954	nickel	8
6955	insistence	8
6956	elimination	8
6957	dilemma	8
6958	fundraising	8
6959	photographic	8
6960	remodeling	8
6961	inouye	8
6962	disagreement	8
6963	oak	8
6964	root	8
6965	preserving	8
6966	hazards	8
6967	spite	8
6968	unwilling	8
6969	psychiatric	8
6970	hopkins	8
6971	subscribe	8
6972	notwithstanding	8
6973	scripts	8
6974	publicrelations	8
6975	edwin	8
6976	distant	8
6977	departures	8
6978	hutchinson	8
6979	respected	8
6980	voluntary	8
6981	prevents	8
6982	presentation	8
6983	characterized	8
6984	loses	8
6985	pasadena	8
6986	materialized	8
6987	closes	8
6988	fourday	8
6989	directmail	8
6990	capability	8
6991	companion	8
6992	prizes	8
6993	stereo	8
6994	swaps	8
6995	vested	8
6996	barclays	8
6997	stockbrokers	8
6998	pools	8
6999	tens	8
7000	monopoly	8
7001	anytime	8
7002	missiles	8
7003	christie	8
7004	skepticism	8
7005	disappear	8
7006	currentcarrying	8
7007	largescale	8
7008	determining	8
7009	stadiums	8
7010	reed	8
7011	downgrade	8
7012	expectation	8
7013	goodwill	8
7014	disadvantage	8
7015	experiencing	8
7016	responsive	8
7017	stretched	8
7018	generic	8
7019	pain	8
7020	ackerman	8
7021	outnumbered	8
7022	ample	8
7023	intraday	8
7024	weil	8
7025	ellis	8
7026	tackle	8
7027	irvine	8
7028	inspection	8
7029	hailed	8
7030	expression	8
7031	twist	8
7032	singled	8
7033	thirdlargest	8
7034	cane	8
7035	grains	8
7036	paso	8
7037	dd	8
7038	deter	8
7039	softening	8
7040	woolworth	8
7041	multinational	8
7042	miamibased	8
7043	fantasy	8
7044	capitalized	8
7045	staying	8
7046	peaked	8
7047	monthold	8
7048	freedoms	8
7049	exploded	8
7050	resigning	8
7051	shaky	8
7052	reserved	8
7053	suitors	8
7054	feeding	8
7055	mario	8
7056	peddling	8
7057	corrupt	8
7058	bag	8
7059	mercedes	8
7060	stern	8
7061	relieve	8
7062	undermine	8
7063	files	8
7064	relax	8
7065	solo	8
7066	jazz	8
7067	buddy	8
7068	glamorous	8
7069	illustrated	8
7070	illustrate	8
7071	unesco	8
7072	un	8
7073	founding	8
7074	manipulation	8
7075	directs	8
7076	thcentury	8
7077	greenhouse	8
7078	virus	8
7079	clash	8
7080	legendary	8
7081	palm	8
7082	uniform	8
7083	salesman	8
7084	chevy	8
7085	pse	8
7086	exchanged	8
7087	commons	8
7088	parliamentary	8
7089	dax	8
7090	beef	8
7091	pork	8
7092	brokerdealer	8
7093	noon	8
7094	armscontrol	8
7095	suspected	8
7096	unix	8
7097	chores	8
7098	humor	8
7099	tandem	8
7100	vax	8
7101	transmission	8
7102	notebook	8
7103	hollander	8
7104	titles	8
